asin,product_title,brand,current_price,original_price,currency,discount_percentage,price_category,rating,rating_category,review_count,search_position,is_prime,is_sponsored,marketplace,search_query,product_url,image_url,extraction_date,extraction_timestamp
B0GZGGDJ67,"ZZU Bluetooth Kopfhörer, Kopfhörer Kabellos Bluetooth 5.4,2026 in Ear Kopfhörer mit 4 ENC Noise Cancelling Mic, LED Anzeige & 48 Std Spielzeit, HiFi Tiefer Bass, Wasserdicht Sports Earbuds Schwarz",ZZU,13.29,,EUR,0.0,Budget,4.5,Good,2211,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/ZZU-Bluetooth-Kopfh%C3%B6rer-Cancelling-Wasserdicht-Klassisches-Schwarz/dp/B0GZGGDJ67/ref=sr_1_11?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-11,https://m.media-amazon.com/images/I/71pNdnE6anL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0BTDX26B2,Sony WH-CH720N Kabelloser Bluetooth-Kopfhörer mit Noise Cancelling - bis zu 35 Stunden Akkulaufzeit und Schnellladefunktion - Schwarz,Sony,59.99,,EUR,0.0,Mid-range,4.5,Good,15617,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/Sony-WH-CH720N-Kabelloser-Bluetooth-Kopfh%C3%B6rer-Cancelling-Schwarz/dp/B0BTDX26B2/ref=sr_1_12?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-12,https://m.media-amazon.com/images/I/615yUvf1BaL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0BNKGHX12,"Uliptz Bluetooth Kopfhörer Over Ear, 65 Stunden Spielzeit Kopfhörer Kabellos mit 6 EQ-Modi, HiFi-Stereo Faltbares Bluetooth 6.0 Wireless Headphones für Reisen/Büro/Handy/PC (Schwarz)",Unknown,15.97,,EUR,0.0,Budget,4.6,Excellent,14863,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/Uliptz-Bluetooth-Kopfh%C3%B6rer-HiFi-Stereo-Headphones-Black2/dp/B0BNKGHX12/ref=sr_1_13?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-13,https://m.media-amazon.com/images/I/61-ZTbzw6oL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0H2Q53DSG,"Over Ear Kopfhörer Bluetooth mit High-Resolution Audio, 100 Std. Akkulaufzeit, faltbare Bluetooth 5.4 Wireless Headphones, 3 EQ-Modi, eingebautem Mikrofon, Bluetooth Kopfhörer für Reisen, Büro, Handy",Unknown,24.99,,EUR,0.0,Budget,4.8,Excellent,83,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/sspa/click?ie=UTF8&spc=MToyOTU1MzYyODQzOTUzODM6MTc4MTcyNTc0MzpzcF9tdGY6MzAxMTUxOTI4NDU1NjMyOjowOjo&url=%2FKopfh%25C3%25B6rer-High-Resolution-Akkulaufzeit-Headphones-eingebautem-black%2Fdp%2FB0H2Q53DSG%2Fref%3Dsr_1_14_sspa%3Fdib%3DeyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY%26dib_tag%3Dse%26keywords%3Dwireless%2Bheadphones%26qid%3D1781725743%26sr%3D8-14-spons%26aref%3D1oynR2McGI%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=1oynR2McGI&sp_cr=DUB,https://m.media-amazon.com/images/I/719AfkZVg-L._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0BTYCJXBK,"soundcore by Anker P20i Kabellose Bluetooth Kopfhörer in-Ear, 10mm Treiber, Bluetooth 5.3, Anpassbarer EQ, 30 Std. Spielzeit, IPX5 wasserfest, 2 Mikros mit KI, einzeln verwendbar (Weiß)",Soundcore,19.99,,EUR,0.0,Budget,4.3,Good,108356,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/soundcore-Kabellose-Anpassbarer-wasserfest-verwendbar-wei%C3%9F/dp/B0BTYCJXBK/ref=sr_1_15?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-15,https://m.media-amazon.com/images/I/41hED0cR6tL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0DK3W2XK3,"JBL Tune Beam 2, Kabellose Bluetooth-In-Ear-Kopfhörer mit Noise-Cancelling, 48 h Wiedergabezeit, IP54 wasser - und staubgeschützt, Multipoint-Verbindung, ergonomisches Design, Schwarz",JBL,78.0,,EUR,0.0,Premium,4.5,Good,2318,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/JBL-Bluetooth-Ear-Kopfh%C3%B6rer-Noise-Cancelling-Wiedergabezeit-Black/dp/B0DK3W2XK3/ref=sr_1_16_mod_primary_new?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-16,https://m.media-amazon.com/images/I/51rT40sk3xL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0DGHWD7CT,"Apple AirPods 4 Kabellose Kopfhörer, Bluetooth Kopfhörer, Personalisiertes 3D Audio, Schutz vor Schweiß und Wasser, USB-C Ladecase, H2 Chip, bis zu 24 Std. Wiedergabe",Apple,116.0,,EUR,0.0,Premium,4.6,Excellent,13612,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/Apple-Kabellose-Kopfh%C3%B6rer-Personalisiertes-Wiedergabe/dp/B0DGHWD7CT/ref=sr_1_17?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-17,https://m.media-amazon.com/images/I/61DvMw16ITL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0CRTYZG5C,"soundcore Anker P30i Kabellose Ohrhörer mit lauter und intelligenter Geräuschunterdrückung, kraftvollem Bass, 45 Stunden Spielzeit, 2-in-1-Schutzhülle und Smartphone-Halterung, IP54, Bluetooth 5.4",Soundcore,29.99,,EUR,0.0,Budget,4.3,Good,34714,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/soundcore-Cancelling-Ger%C3%A4uschunterdr%C3%BCckung-kraftvolle-Handyst%C3%A4nder-Black/dp/B0CRTYZG5C/ref=sr_1_18?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-18,https://m.media-amazon.com/images/I/51xCPGZMR8L._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0B5GP9FXN,"JBL Tune Flex TWS – Wasserdichte, True-Wireless In-Ear-Kopfhörer mit Noise-Cancelling - Schwarz – Mit bis zu 32 h Musikwiedergabe",JBL,50.0,,EUR,0.0,Mid-range,4.0,Average,9046,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/JBL-Tune-Flex-Ear-Kopfh%C3%B6rer-Noise-Cancelling-Schwarz/dp/B0B5GP9FXN/ref=sr_1_19?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-19,https://m.media-amazon.com/images/I/61joErBxERL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0FSH42VZW,"JBL Tune 730 BT Wireless Over-Ear-Kopfhörermit JBL Pure Bass Sound, Bis zu 76 Stunden Musikwiedergabe, Bluetooth 6.0, leichtem, faltbarem Design, Google Fast Pair, Microsoft Swift Pair,Schwarz",JBL,59.99,,EUR,0.0,Mid-range,4.4,Good,464,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/JBL-Over-Ear-Kopfh%C3%B6rermit-Musikwiedergabe-Bluetooth-faltbarem-Black/dp/B0FSH42VZW/ref=sr_1_20?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-20,https://m.media-amazon.com/images/I/61WyJZWEhzL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0F4884LN3,"soundcore by Anker Q20i kabelloser Bluetooth Over-Ear-Kopfhörer mit Hybrid Active Noise Cancelling, 40h Spielzeit im ANC-Modus, Hi-Res Audio, tiefer Bass, Personalisierung per App",Soundcore,29.99,,EUR,0.0,Budget,4.6,Excellent,67080,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/soundcore-kabelloser-Over-Ear-Kopfh%C3%B6rer-Cancelling-Personalisierung-Rosa/dp/B0F4884LN3/ref=sr_1_21?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-21,https://m.media-amazon.com/images/I/61oWESqAXJL._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
B0BCKHQGJN,"Btootos Bluetooth Kopfhörer, Kopfhörer Kabellos Bluetooth 5.4 Sport In Ear Kopfhörer mit 4 Mikrofon, 40 std Spielzeit, LED-Anzeige, ENC Lärmreduzierung, Tiefer Bass Ohrhörer für Arbeit und Studium",Unknown,27.99,,EUR,0.0,Budget,4.4,Good,59613,,False,False,Amazon Germany,wireless headphones,https://www.amazon.de/Bluetooth-Kopfh%C3%B6rer-Spielzeit-LED-Anzeige-L%C3%A4rmreduzierung-Schwarz/dp/B0BCKHQGJN/ref=sr_1_22?dib=eyJ2IjoiMSJ9.6bFymcQNAFwDinbk1Lz45Bv0tRYEFM2vgvb8mjd0V8iSD2biGxbjiJ5ckNzNWOXzhJrIIFGifwcLQfGY2N9LAeF2YJ0jb5EvDiJ0uE_2_RHXyAN-OllGrLEu62vEwg5NpHe8APqfZRhLHMySkhb6HGtQBQc1E-qJBthofA_LikOtAWf5V3wX4Mzv3gtbMcxGg5OVAijrU7iadqnQinUhafIp7r0VtPl2lO2WRUFo60I.g1uH3JBhY6SfDs06pFYiVd0okm63put8s_WMt5fYdzY&dib_tag=se&keywords=wireless+headphones&qid=1781725743&sr=8-22,https://m.media-amazon.com/images/I/71vfIyTVo5L._AC_UY218_.jpg,2026-06-17,2026-06-17 21:49:06.632617
